,Unnamed: 0,username,age,occupation,status,gender,filtered sentence,y,translated_occupation,translated_occupation_lem,translated_occupation_category
228,228,AraceliSp,26,Estudiante,single,female,mixed Straight Other nonsmoker never Friendship Romance Serious Relationship,0,student,student,student
229,229,Asfa2803,26,IT,single,female,asian Straight Muslim nonsmoker never Friendship,0,it,it,
230,230,Bartu,26,Student,single,male,white Straight Muslim nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,student,student,student
231,231,Benferr,26,Construction,single,male,white Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,0,construction,construction,construction
232,232,Bonismynutz,26,Retail,single,male,mixed Bisexual Other nonsmoker occasional drinker Fun,0,retail,retail,
233,233,catcatcat,26,Estudiante,single,female,hispanic Bisexual Other social smoker occasional drinker Friendship Romance Serious Relationship,0,student,student,student
234,234,Cazeault95,26,Cashier,single,male,black Straight Christian nonsmoker never Friendship,0,cashier,cashier,
235,235,Cesar2321,26,Constructor,single,male,hispanic Straight Other nonsmoker never Friendship,0,constructor,constructor,construction
236,236,Chrizttian,26,Estudiante,single,male,hispanic Homosexual Other nonsmoker never Romance,0,student,student,student
237,237,Cooner,26,Electric,single,male,white Straight Spiritual nonsmoker social drinker Romance,0,electric,electric,
238,238,Cristian96,26,Ayudante,single,male,hispanic Straight Spiritual nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,assistant,assistant,
239,239,Cristianmanuel2015,26,Gerente,single,male,mixed Straight Christian nonsmoker occasional drinker Romance,0,manager,manager,office
240,240,crosthainDis,26,Abogado,single,male,hispanic Straight Other social smoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,lawyer,lawyer,
241,241,Dacbest,26,Student,single,male,black Straight Christian nonsmoker never Fun Friendship,0,student,student,student
242,242,Dales,26,Estudiante,single,female,hispanic Straight Christian light smoker occasional drinker Serious Relationship,0,student,student,student
243,243,Danielromero96,26,Emprendedor,single,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,0,entrepreneur,entrepreneur,
244,244,Darielg264,26,Ingeniero,single,male,white Straight Other nonsmoker occasional drinker Serious Relationship,0,engineer,engineer,engineer
245,245,DarMarie,26,Asesora,separated,female,middle eastern Bisexual Christian nonsmoker occasional drinker Friendship,0,adviser,adviser,
246,246,David456,26,Estudiante,single,male,hispanic Straight Christian nonsmoker never Romance Serious Relationship,0,student,student,student
247,247,DianaG07,26,Estudiante,single,female,hispanic Straight Christian nonsmoker never Friendship Serious Relationship,0,student,student,student
248,248,DianaZe,26,Estudiante,single,female,native american Straight Other nonsmoker never Friendship Romance,0,student,student,student
249,249,Dianiii,26,No trabajo,single,female,mixed Straight Other nonsmoker never Fun,0,i dont work,i dont work,
250,250,Dilver,26,Electricista,single,male,hispanic Straight Christian nonsmoker never Friendship,0,electrician,electrician,
251,251,Eri122,26,Estudio,single,female,pacific islander Bisexual Other nonsmoker never Friendship,0,study,study,student
252,252,Facundo8A,26,Periodista,in relationship,male,hispanic Straight Christian nonsmoker never Friendship,0,journalist,journalist,
253,253,Fernandob24,26,Trabajo independiente,single,male,mixed Straight Christian social smoker social drinker Fun Friendship Romance,0,independent work,independent work,self employed
254,254,Gabrielvaquedano,26,Abogado,single,male,hispanic Homosexual Christian nonsmoker never Fun Romance Serious Relationship,0,lawyer,lawyer,
255,255,isaelgotera23,26,Electricidad,single,male,black Straight Other nonsmoker never Friendship Romance Serious Relationship,0,electricity,electricity,
256,256,Jairo96,26,Ingeniero,single,male,hispanic Straight Other nonsmoker never Romance Serious Relationship Marriage,0,engineer,engineer,engineer
257,257,Javier666,26,Chofer,single,male,hispanic Straight Other light smoker occasional drinker Fun Friendship Romance,0,chofer,chofer,
258,258,Jazmin966,26,Niñera,single,female,mixed Straight Other nonsmoker never Serious Relationship,0,baby sister,baby sister,service
259,259,Jessica9,26,Student,single,female,black Straight Christian nonsmoker occasional drinker Serious Relationship,0,student,student,student
260,260,Jissell,26,Niñera,single,female,white Straight Christian nonsmoker never Serious Relationship,0,baby sister,baby sister,service
261,261,Jonathan2515,26,Sales,single,male,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,0,sales,sale,
262,262,jorgeperez,26,Ingeniero Industrial,single,male,white Straight Christian nonsmoker never Friendship,0,industrial engineer,industrial engineer,engineer
263,263,Joseph1995,26,Independiente,single,male,white Straight Christian nonsmoker never Friendship,0,independent,independent,self employed
264,264,josh134,26,student,single,male,white Straight Christian nonsmoker never Fun Romance Serious Relationship,0,student,student,student
265,265,LauraRafaella09,26,Emprendedor,single,female,hispanic Straight Other social smoker social drinker Romance Serious Relationship Marriage,0,entrepreneur,entrepreneur,
266,266,Leigh_0,26,Call center,separated,female,black Straight Christian light smoker social drinker Friendship,0,call center,call center,self employed
267,267,Leo1996hn,26,Asistente,single,male,hispanic Homosexual Other nonsmoker never Serious Relationship,0,attendee,attendee,
268,268,Lia50,26,Independientemente,separated,female,mixed Straight Other nonsmoker never Fun Serious Relationship,0,regardless,regardless,
269,269,lissettenathaly,26,estudiante,single,female,mixed Straight Other nonsmoker social drinker Serious Relationship,0,student,student,student
270,270,Lois,26,Abogado,single,male,mixed Straight Christian nonsmoker occasional drinker Serious Relationship,0,lawyer,lawyer,
271,271,maika,26,contador,single,female,black Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,0,contador,contador,
272,272,Maria25,26,Estudiante,single,female,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,0,student,student,student
273,273,Mariela14,26,Estudiante,single,female,hispanic Straight Christian nonsmoker never Friendship Romance,0,student,student,student
274,274,Marycielo2021,26,Contador,single,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,contador,contador,
275,275,MayraRivera,26,Estudiante,single,female,hispanic Straight Other nonsmoker never Serious Relationship,0,student,student,student
276,276,Melissa2512,26,Abogada,single,female,hispanic Straight Spiritual nonsmoker occasional drinker Serious Relationship,0,a lawyer,a lawyer,
277,277,MrsWaso,26,Docente,single,male,hispanic Straight Other nonsmoker social drinker Friendship Romance Serious Relationship,0,teacher,teacher,education
278,278,Oriana0702,26,Recepcionista,single,female,white Straight Other nonsmoker never Serious Relationship,0,receptionist,receptionist,
279,279,OscarEdu,26,Chef,single,male,mixed Straight Other social smoker social drinker Serious Relationship Marriage,0,chef,chef,
280,280,Paola1234,26,Estudiante,single,female,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship,0,student,student,student
281,281,PEKER,26,Oficinista,single,male,hispanic Straight Christian nonsmoker never Romance Serious Relationship Marriage,0,office worker,office worker,office
282,282,Philakharz,26,Social worker,divorced,female,asian Straight Christian social smoker never Fun Friendship,0,social worker,social worker,
283,283,Poplove,26,trabajo y estudio,single,male,white Straight Other nonsmoker never Fun Friendship Romance Serious Relationship,0,work and study,work and study,student
284,284,Rez,26,Student,single,male,middle eastern Straight Other social smoker social drinker Fun Friendship,0,student,student,student
285,285,richard0490,26,Ingeniero,single,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Marriage,0,engineer,engineer,engineer
286,286,Rogkmart,26,Entrenador,single,male,mixed Straight Other social smoker never Fun Romance Serious Relationship,0,coach,coach,
287,287,Ruvi,26,Estudiante,single,female,hispanic Straight Christian social smoker social drinker Friendship,0,student,student,student
288,288,San27,26,Estudiante de Derecho,single,female,native american Straight Spiritual nonsmoker never Friendship Romance Serious Relationship Marriage,0,law student,law student,student
289,289,Santy17,26,Estudiante,single,male,white Straight Other social smoker social drinker Fun Friendship Romance,0,student,student,student
290,290,SleepySova,26,Barista,single,male,hispanic Straight Other nonsmoker social drinker Fun Romance Serious Relationship,0,barista,barista,
291,291,Tileo,26,Hotel,single,male,hispanic Straight Other nonsmoker never Serious Relationship,0,hotel,hotel,
292,292,Victor98,26,Agricultor,single,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,farmer,farmer,
293,293,vj96,26,Teacher,single,female,hispanic Straight Atheist nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,teacher,teacher,education
294,294,Vnm,26,Estudiante,single,female,hispanic Straight Other nonsmoker never Fun Friendship Romance Serious Relationship,0,student,student,student
295,295,Yoel1,26,Student,single,male,white Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,student,student,student
296,296,Zizo1,26,Mechanical engineer,single,male,middle eastern Straight Other light smoker social drinker Romance Serious Relationship Marriage,0,mechanical engineer,mechanical engineer,engineer
297,297,Zulemaa,26,Cajera,single,female,hispanic Straight Atheist nonsmoker social drinker Serious Relationship,0,cashier,cashier,
298,298,Zxxxx,26,Profesora,single,female,hispanic Straight Christian nonsmoker never Friendship Romance,0,profesora,profesora,
299,299,AfrikanQueen,27,Student,single,female,Nothing short fun Kindest Ambitious Goal driven Food wine make happy,0,student,student,student
300,300,andreortiz,27,estudiante,single,female,hello guys Im andrea Im 22 years old Im psychology student Im loving romantic passionate person I like meet many people know tastes culture maybe find love I respect value people I like persistent achieve desires hola chicos soy andrea tengo 22 años soy estudiante de psicologíasoy una persona cariñosa romántica apasionada gusta conocer muchas personas saber de sus gustos cultura tal vez encuentre el amor respeto valoro las persona que hacen lo mismo por mi gusta ser perseverante lograr mis anhelos,0,student,student,student
301,301,Brandon9503,27,Ing. Industrial,single,male,happy fun romantic affectionate likes exercise outdoor activities adventure,0,ing industrial,ing industrial,
302,302,Carlosdiaz,27,INDEPENDIENTE,single,male,I young professional focused many dreams goals fulfill I sincere hardworking boy I really like work I like travel start business,0,independent,independent,self employed
303,303,David1408,27,Estudiante,single,male,I sincere affectionate I like animals especially cats I also like help empathic others,0,student,student,student
304,304,JustMe668,27,Contractor,single,male,More average guy aim like looking someone interesting funny actually hold conversation im tired plain American experience im personal fitness sports,0,contractor,contractor,
