username,age,occupation,status,gender,filtered sentence,Language,y,translated_occupation,status_lem,translated_occupation_lem,translated_occupation_category
Damiano1971,50.0,Ingeniería,single,male,TENGO UNA PEQUEÑA EMPRESA QUE SE DEDICA A SERVICIOS ME GUSTA EL FUTBOL Y SOY HOGAREÑO,es,0,engineering,single,engineering,engineer
Dan2025,59.0,Writer,divorced,male,I homebody looking meet nice lady,de,0,writer,divorced,writer,media
DANIEL0719650708,57.0,Construction,single,male,Honest trustworthy loyal hard worker,en,0,construction,single,construction,construction
DanielG1969,53.0,Disabled,single,male,Im 52yr old looking someone younger Im currently disabled Im working company get invention patented market,tl,0,disabled,single,disabled,unemployed
danyfit,30.0,estudiante,single,male,I sociable loving cheerful person healthy lifestyle I like good conversations glass wine good dinner dance salsa,es,0,student,single,student,education
DaringDaddy66,56.0,Retired,single,male,Im retired chef looking excitement life And Im great pleaser kinks,da,0,retired,single,retired,retired
Darren,42.0,Engineer,single,male,On holidays Tenerife looking someone sexy spend fun times,af,0,engineer,single,engineer,engineer
Daryle,60.0,Construction superintendent,divorced,male,I recently gotten divorce finalized rough years 25 year marriage I would like find friend chat first could possibly lead steady relationship I value honesty sincerity good sense humor compassion,fr,0,construction superintendent,divorced,construction superintendent,construction
David1408,27.0,Estudiante,single,male,I sincere affectionate I like animals especially cats I also like help empathic others,es,0,student,single,student,education
Dawn2Earth,63.0,Entrepreneur,single,female,Friendship place begin If cant friends first cant anything I believe starting friends huge gift takes lot pressure 2 people If something grow develop come surprise IF happen I want MUTUAL relationship One dominating He walk beside The way I walk behind man view good A things know Im half Im already whole I dont need someone complete Im already person Dont rescue I rescued long time ago Dont try fix Im broken Thanks Im passionate career choice Some may call workaholic I LOVE I Plant Medicine helping people animals Mother Earthmy passions NOTE FIESTY runs family I think genetic disorder,fr,0,entrepreneur,single,entrepreneur,self employed
Dawnbreak75,47.0,Educator,single,female,Im Philippines resident Philippines I often go Vegas visit family I WOULD BE IN VEGAS THIS APRIL Im graduate medical course ended field education I belong big family independent I love pets since I used one I kid It I broken hearted I lost Champ I developed new hobby since pandemic plants So I I time Im homebody person I go friends Im looking someone would complement I complement I devout Christian important someone shares faith Im conservative type I easily taken aback aggressive personality On weekends Im usually home I also work home Unless gatherings meetings attend Movies I like Shawshank Redemption Primal Fear I also Mushy like Sweet November The Notebook childish nostalgic Disney Pixar Movies I love listening music always music house playing unless course Im working sleeping My friends asking I married I also dont know I believe I havent met one yet,ro,0,educator,single,educator,education
Dayday81,41.0,Construction,single,male,Im looking female become friends,en,0,construction,single,construction,construction
DBrady157,63.0,Social Worker,single,male,I enjoy many interests trekking swimming reading books socialising cafes pubs shows meditating international travelling I financially secure,en,0,social worker,single,social worker,office
dcrockettk1,68.0,teacher,single,female,I country person heart would like meet earth man I set marriage would like companion I activities,en,0,teacher,single,teacher,education
DeaconBlue,54.0,Management,divorced,male,Hi I love life positive person try see best things I would like meet last first date Life beautiful much offer Enjoy life enjoy simple things hopefully find good person love journey Bless,nl,0,management,divorced,management,manager
deafgirl33,33.0,unemployed,single,female,I born deaf grow life long challenged hearing world I miracle times I use videophone easy way Communcation important,fr,0,unemployed,single,unemployed,self employed
Dean0682,40.0,Management,divorced,male,I kind Honest Big Heart father 2,nl,0,management,divorced,management,manager
Debra1978,43.0,Nurse,widowed,female,I love live life last day earth,fr,0,nurse,widowed,nurse,medical
DecentMan,57.0,Engineer,separated,male,A professional working overseas,af,0,engineer,separated,engineer,engineer
Deepage1,38.0,Nurse,single,female,Mid age female exploring United States respectfully fun Hoping engage honest person,fr,0,nurse,single,nurse,medical
Deepak745,32.0,Self employed,single,male,Im decent man looking honest lady I love reality love travel romance lady,en,0,self employed,single,self employed,self employed
Deivialejandro,42.0,Quimico,separated,male,I energy person enjoy good vibes life taking care feelings people,it,0,chemical,separated,chemical,science
DeliciousDave,49.0,Mechanic,separated,male,Ready serious relationship beautiful intelligent passionate woman No long drawn sharing letters person meeting soon meeting Life short lets start enjoying together,de,0,mechanic,separated,mechanic,engineer
denisej02,57.0,Nurse,divorced,female,I looking friends I move Ireland,fr,0,nurse,divorced,nurse,medical
Diegouy,31.0,Estudiante,single,male,I would like learn Germany,es,0,student,single,student,education
DiEli,36.0,Business Administrator,single,female,Hola Im Diana A latina currently living Christchurch NZ I love beaches running hiking going long walks Love dogs Im independent girl,en,0,business administrator,single,business administrator,office
Dinos12345,69.0,Retired,divorced,male,An easy going man interested meet woman start friendship relationship beginning,da,0,retired,divorced,retired,retired
Dionella92,29.0,Student,single,female,Im spanish venezuelan soprano classical crossover musician modern languagues student I kind funny sweet personality Im formal educated young lady I love sharing family friends Im nature Lover pets Im serious person looking achieve goals profesional musical career singing I like cook read interesting book composing music guitar keeping healthy,de,0,student,single,student,education
Disdikin4u,38.0,Detailer,single,male,Enjoy life everything looking find someone enjoy,no,0,details,single,detail,others
Diwata,51.0,Teacher,divorced,female,I 15 yr old son lives 2 baby dogs I love much I love photography I love traveling I love food We old play lets get real If fun pls spare Im prettiest Im someone makes drama I want happy someone love I I love back hundred folds,de,0,teacher,divorced,teacher,education
Djsirfre55,53.0,Dishwasher,single,male,My name Frederic Niel FretignyI singlei 52 years old next year I going 53 years old March,en,0,dishwasher,single,dishwasher,service
Dogwood34,64.0,Retired,divorced,male,I divorce If expecting ken doll I weight I easy going retired fixed income I like joke around I like sci fi movies ghost shows cooking yes times baking I like go eat travel car US No cruse ships air planes I like day trips casinos thrift stores movies I like pets like taking care Pretty happy go lucky person,da,0,retired,divorced,retired,retired
Dolphin,37.0,Teacher,separated,male,I man serious responsible family oriented excellent values education Romantic sporty loving considerate,de,0,teacher,separated,teacher,education
Downtoearth,56.0,Self employed,married,male,Tall earth guy looking fun chats maybe,en,0,self employed,married,self employed,self employed
Dragon300,47.0,Unemployed,single,male,Im 5 foot 11 inches tall glasses dark blonde hair im kind caring fun guy,en,0,unemployed,single,unemployed,self employed
Drek,45.0,Independiente,single,male,I mature man fun I like meet people nice time I serious,nl,0,independent,single,independent,self employed
DRLEE_SIN,30.0,Student,single,male,Shy dont talk much beginning people think I funny knew,de,0,student,single,student,education
Dromero,30.0,Carpenter,single,male,Iam love meet woman also love watch movies iam hard worker also responsible myjob put family first,nl,0,carpenter,single,carpenter,self employed
DusteaT,70.0,retired,separated,male,I 67 yo retired toolmakersupervisor A teddy bear type loves cuddle hug close contact I interested antique cars boars bikes well preserved ladies,da,0,retired,separated,retired,retired
EC,58.0,engineer,divorced,male,Im almost regular guy Divorced Im exercising regularly staying healthy Im spending much time work hobbyrelated projects want change habits meet someone special Hope still possible despite age current restrictions virus My life pretty stable I everything happiness except soulmate,nl,0,engineer,divorced,engineer,engineer
EDWIN221283,38.0,INDEPENDIENTE,single,male,PERSONA DE APARIENCIA SERIA ME GUSTAN LOS RETOS TRABAJADOR HONESTO ME GUSTA LA MUSICA CHARLAR EN COMPAÑIA DE UN BUEN CAFE ALEGRE EXTROVERTIDO,id,0,independent,single,independent,self employed
