username,age,occupation,status,gender,filtered sentence,Language,y,translated_occupation
Dinos12345,69,Retired,divorced,male,An easy going man interested meet woman start friendship relationship beginning,da,0,Retired
Dionella92,29,Student,single,female,Im spanish venezuelan soprano classical crossover musician modern languagues student I kind funny sweet personality Im formal educated young lady I love sharing family friends Im nature Lover pets Im serious person looking achieve goals profesional musical career singing I like cook read interesting book composing music guitar keeping healthy,de,0,Student
Disdikin4u,38,Detailer,single,male,Enjoy life everything looking find someone enjoy,no,0,Details
Diwata,51,Teacher,divorced,female,I 15 yr old son lives 2 baby dogs I love much I love photography I love traveling I love food We old play lets get real If fun pls spare Im prettiest Im someone makes drama I want happy someone love I I love back hundred folds,de,0,Teacher
Djsirfre55,53,Dishwasher,single,male,My name Frederic Niel FretignyI singlei 52 years old next year I going 53 years old March,en,0,Dishwasher
Dogwood34,64,Retired,divorced,male,I divorce If expecting ken doll I weight I easy going retired fixed income I like joke around I like sci fi movies ghost shows cooking yes times baking I like go eat travel car US No cruse ships air planes I like day trips casinos thrift stores movies I like pets like taking care Pretty happy go lucky person,da,0,Retired
Dolphin,37,Teacher,separated,male,I man serious responsible family oriented excellent values education Romantic sporty loving considerate,de,0,Teacher
Downtoearth,56,Self employed,married,male,Tall earth guy looking fun chats maybe,en,0,Self employed
Dragon300,47,Unemployed,single,male,Im 5 foot 11 inches tall glasses dark blonde hair im kind caring fun guy,en,0,Unemployed
Drek,45,Independiente,single,male,I mature man fun I like meet people nice time I serious,nl,0,Independent
DRLEE_SIN,30,Student,single,male,Shy dont talk much beginning people think I funny knew,de,0,Student
Dromero,30,Carpenter,single,male,Iam love meet woman also love watch movies iam hard worker also responsible myjob put family first,nl,0,Carpenter
DusteaT,70,retired,separated,male,I 67 yo retired toolmakersupervisor A teddy bear type loves cuddle hug close contact I interested antique cars boars bikes well preserved ladies,da,0,retired
EC,58,engineer,divorced,male,Im almost regular guy Divorced Im exercising regularly staying healthy Im spending much time work hobbyrelated projects want change habits meet someone special Hope still possible despite age current restrictions virus My life pretty stable I everything happiness except soulmate,nl,0,engineer
EDWIN221283,38,INDEPENDIENTE,single,male,PERSONA DE APARIENCIA SERIA ME GUSTAN LOS RETOS TRABAJADOR HONESTO ME GUSTA LA MUSICA CHARLAR EN COMPAÑIA DE UN BUEN CAFE ALEGRE EXTROVERTIDO,id,0,INDEPENDENT
eeyor8814,51,Auditor,divorced,male,Well im easy going laid back get along everyone,it,0,Auditor
effigy69,53,Data Analyst,single,female,Looking new romance Kids gone I ready next chapter,tl,0,Data Analyst
Eliza32232,62,Retired,widowed,female,I independent woman okay single knows much better life shared someone special I lovely sincere fun around passionatesensual uninhibited right man,en,0,Retired
Elizabeth73,48,Selfemployed,single,female,Been single WAY long Originally ShowMeState Looking make new friends lovers,en,0,Selfemployed
ElizabethDiDi,31,journalist,single,female,I sweet witty girl loves life ready serious relationship order discover wonderful world beloved man,fi,0,journalist
ELonly,46,Employed,single,male,Black man living Birkenhead looking somone young dumb still full fun,en,0,Employed
Elpidio,43,Escritor,single,male,Im romantic man l love life I believe human,es,0,Writer
Elsa123,33,Officer,single,female,I Elsa I love meeting people reading traveling sharing ideas also I care nature human love arts environment social cultureetc,en,0,Officer
Elyorch182,40,Teacher,single,male,Hi name Jorge Nice meet Im Venezuelan man living Quito Ecuador since 2016 I really hope know Canadian women,de,0,Teacher
Emmanuel1254,48,Entrepreneur,divorced,male,I looking female friend Someone teach Spanish Looking friendship first,fr,0,Entrepreneur
encachette,53,lawyer,divorced,male,I old fashioned gentlemen looking companion enjoy life,cy,0,lawyer
eng,58,Engineer,divorced,male,I kind friendly patient man I know relate woman I fit professional living Colorado springs I love cook frequent gym love outdoors,af,0,Engineer
Erikh12,43,Cook,single,male,Im kind movieslooking forwardto chatting,nl,0,Cook
Esterch,30,Accounting,single,female,Jesús first life,en,0,Accounting
EToril,40,Engineer,single,male,I boy Barcelona I spending 2 weeks Almaty holidays I would love meet people help discover places contry fun together,af,0,Engineer
Eva1984,37,Self employed,single,female,Student English teaching career Fashion designer Insurance saleswoman Seamstress since young,en,0,Self employed
Evavirg,69,retired,widowed,female,I visiting Israel fourth time want get friends Nazareth I 67 years old I drink smoke I spirit person Israel relax meditate,da,0,retired
Evelyn2222,42,Administration,single,female,Im loving caring mom 2 boys,en,0,Administration
Eydy,40,Housekeeping,divorced,female,I love dance To workout I currently learning play piano I like wine accompanied good book,et,0,Housekeeping
Eynorth,28,Driver,single,male,I really like going walk I love going beach passion driving,no,0,Driver
Fabio78,43,Teacher,single,male,Curious cultural handsome friendly,de,0,Teacher
FAETSERTSE1000,51,Engineer,single,male,I love traveling cooking working yoga meeting new people good conversations I like sending time people I intellectual connection addition physical part Ive lived couple countries enjoy sending time people openminded,af,0,Engineer
Fantastic,48,Cleaner,single,female,Im friendly outgoing chatty bubbly confident lady looking serious relationship,ro,0,Cleaner
Fartaworeda,52,Executive,married,male,A professional highest quality likes dining romantic setting love good conversation,ro,0,Executive
Fastbmw812,37,Business,single,male,Outdoors lakes bonfires drive movie night concerts beaches sangria,de,0,Business
Faysal00700,33,Student,single,male,I honest Study computer application,de,0,Student
Feelsgood69,52,Self employed,single,male,I love outdoors camping fishing boating riding dirt bikes traveling chilling couch cuddle watch movie dont like drama Im fun around,en,0,Self employed
Fernando007,29,Recepcionista,single,male,Hello Im looking girl serious relationship marriage girl I give life love forever beside I wsnt honestly girl want share life love togetter I love playing violín walking sround squares look stars simple dreamer,es,0,Receptionist
Fidz,47,Administrative,divorced,female,I fun warm person I appreciate good matured talks witty remarks gentle gestures,pt,0,Administrative
Fireasianguy,39,Cashier,single,male,Funny warm hearted guy,en,0,Cashier
FluffyBlanket,49,Admin,single,female,Bold confident somewhat eccentric I love rain drum beats travel,lt,0,Admin
Fred43,48,Teacher,divorced,male,Recently divorced exwife Ukrainian I search abroad I experience know possible succeed love real foreigners,de,0,Teacher
freespirit99,52,business,divorced,male,good looking heakthy duscreet educated world travelled open minded adventurous fun person zest life,en,0,business
frezzerburn,60,sales,divorced,male,kind gentlefunny romantic,tl,0,sales
funguy123,33,Assistant,single,male,Born raised Houston TX Have college degree working advancing life I love outdoors nature going adventures traveling,fi,0,Assistant
GabeRich55,33,Cook,single,male,Im 33 Year old single father big heart ex left kids high dry really wan na friend lonely time life,nl,0,Cook
Gamer6949,25,Engineer,single,male,I happy confident ambitious person,af,0,Engineer
garciaqro,51,empresario,single,male,Hi mi name Guillermo Garcia iam looking london girl friend single 6 feet atlathic body 50 years iam engineer know london parts europa liled woman london,pt,0,entrepreneur
GaryF,58,Marketing,single,male,I truly enjoy company companionship woman If sit alone hours captivated talking watching real Yes I hopeful romantic needs affection receiving giving I attracted intelligence humor also sensual women good understanding want life ease communicating feelings wants desires fears Keywords Intriguing alluring smoldering funny kind honest I welltraveled plan continue I enjoy art forms also artist multiple mediums I currently make living Chief Marketing Officer also film producerdirector within high technology entertainment marketing arenas I well read also highly developed sense street smarts Boston NYC So yes I opinionated passionate everything I understand loyalty integrity Laughing critical maintaining healthy balance daily also important I engage single bar scene juggle relationships tolerate dishonestylife short time precious I love people work hard maintain relationships I care Family friends near dear My Parents married 63 years My perfect dream scenario Austin villa Tuscany close Firenze wife I adore makes weak thought Family friends music art debate discussion good food wine I would studio close writing directing script swirling head filming across Europe My wife closest friend family greatest treasure My Mother best friend son means words describe Hmm I seeking You life track perfect moving You take care You allure I allure You scarred past relationships remember I You motivated curious learning discovering You happy person like people Romance playfulness seduction intrigue sprinkled adventure favorite pastimes applied everythingeven mundane You goals hopefully I one You moved small things little considerations You active physical Youre comfortable chameleon diverse social situations probably prefer jeans tshirt time Have I mentioned feminine nurturing passionate sensual Ive got masculine side covered looking additional traits You adore son 17 years old writing adores I looking substitute mother MUST possess critical values I believe soul mates I believe love first site hopefully life taken romantic notions As I said earlier profile I know I Ive spent time energy looking inward place personal peace I also fully aware finding first step finding true companionship along patience appreciation timing So I stuff letter bottle cast sea whomever finds know I need rescued someone share island If gotten far Her I realize people use site socialize means meet correspond many people For clarity I desire swap emails extended periods time I interested expressing mutual interest meeting person see actual attraction genuine chemistry Lastly I I describe look like photos please In short Nice Guy looking meet Nice Girlfall deeply love Simple Right,id,0,Marketing
