username,age,occupation,status,gender,filtered sentence,y,translated_occupation
LauraRafaella09,26,Emprendedor,single,female,hispanic Straight Other social smoker social drinker Romance Serious Relationship Marriage,0,Entrepreneur
Leigh_0,26,Call center,separated,female,black Straight Christian light smoker social drinker Friendship,0,Call center
Leo1996hn,26,Asistente,single,male,hispanic Homosexual Other nonsmoker never Serious Relationship,0,Attendee
Lia50,26,Independientemente,separated,female,mixed Straight Other nonsmoker never Fun Serious Relationship,0,Regardless
lissettenathaly,26,estudiante,single,female,mixed Straight Other nonsmoker social drinker Serious Relationship,0,student
Lois,26,Abogado,single,male,mixed Straight Christian nonsmoker occasional drinker Serious Relationship,0,lawyer
maika,26,contador,single,female,black Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,0,contador
Maria25,26,Estudiante,single,female,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,0,Student
Mariela14,26,Estudiante,single,female,hispanic Straight Christian nonsmoker never Friendship Romance,0,Student
Marycielo2021,26,Contador,single,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,Contador
MayraRivera,26,Estudiante,single,female,hispanic Straight Other nonsmoker never Serious Relationship,0,Student
Melissa2512,26,Abogada,single,female,hispanic Straight Spiritual nonsmoker occasional drinker Serious Relationship,0,A lawyer
MrsWaso,26,Docente,single,male,hispanic Straight Other nonsmoker social drinker Friendship Romance Serious Relationship,0,teacher
Oriana0702,26,Recepcionista,single,female,white Straight Other nonsmoker never Serious Relationship,0,Receptionist
OscarEdu,26,Chef,single,male,mixed Straight Other social smoker social drinker Serious Relationship Marriage,0,Chef
Paola1234,26,Estudiante,single,female,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship,0,Student
PEKER,26,Oficinista,single,male,hispanic Straight Christian nonsmoker never Romance Serious Relationship Marriage,0,Office worker
Philakharz,26,Social worker,divorced,female,asian Straight Christian social smoker never Fun Friendship,0,Social worker
Poplove,26,trabajo y estudio,single,male,white Straight Other nonsmoker never Fun Friendship Romance Serious Relationship,0,work and study
Rez,26,Student,single,male,middle eastern Straight Other social smoker social drinker Fun Friendship,0,Student
richard0490,26,Ingeniero,single,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Marriage,0,Engineer
Rogkmart,26,Entrenador,single,male,mixed Straight Other social smoker never Fun Romance Serious Relationship,0,Coach
Ruvi,26,Estudiante,single,female,hispanic Straight Christian social smoker social drinker Friendship,0,Student
San27,26,Estudiante de Derecho,single,female,native american Straight Spiritual nonsmoker never Friendship Romance Serious Relationship Marriage,0,Law student
Santy17,26,Estudiante,single,male,white Straight Other social smoker social drinker Fun Friendship Romance,0,Student
SleepySova,26,Barista,single,male,hispanic Straight Other nonsmoker social drinker Fun Romance Serious Relationship,0,Barista
Tileo,26,Hotel,single,male,hispanic Straight Other nonsmoker never Serious Relationship,0,Hotel
Victor98,26,Agricultor,single,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Farmer
vj96,26,Teacher,single,female,hispanic Straight Atheist nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Teacher
Vnm,26,Estudiante,single,female,hispanic Straight Other nonsmoker never Fun Friendship Romance Serious Relationship,0,Student
Yoel1,26,Student,single,male,white Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Student
Zizo1,26,Mechanical engineer,single,male,middle eastern Straight Other light smoker social drinker Romance Serious Relationship Marriage,0,Mechanical engineer
Zulemaa,26,Cajera,single,female,hispanic Straight Atheist nonsmoker social drinker Serious Relationship,0,cashier
Zxxxx,26,Profesora,single,female,hispanic Straight Christian nonsmoker never Friendship Romance,0,Profesora
AfrikanQueen,27,Student,single,female,Nothing short fun Kindest Ambitious Goal driven Food wine make happy,0,Student
andreortiz,27,estudiante,single,female,hello guys Im andrea Im 22 years old Im psychology student Im loving romantic passionate person I like meet many people know tastes culture maybe find love I respect value people I like persistent achieve desires hola chicos soy andrea tengo 22 años soy estudiante de psicologíasoy una persona cariñosa romántica apasionada gusta conocer muchas personas saber de sus gustos cultura tal vez encuentre el amor respeto valoro las persona que hacen lo mismo por mi gusta ser perseverante lograr mis anhelos,0,student
Brandon9503,27,Ing. Industrial,single,male,happy fun romantic affectionate likes exercise outdoor activities adventure,0,Ing. Industrial
Carlosdiaz,27,INDEPENDIENTE,single,male,I young professional focused many dreams goals fulfill I sincere hardworking boy I really like work I like travel start business,0,INDEPENDENT
David1408,27,Estudiante,single,male,I sincere affectionate I like animals especially cats I also like help empathic others,0,Student
JustMe668,27,Contractor,single,male,More average guy aim like looking someone interesting funny actually hold conversation im tired plain American experience im personal fitness sports,0,Contractor
Russ_russ,27,Chef,single,male,I shy start I get know I soon open I looking someone except,0,Chef
898,27,Guardia de seguridad,single,male,hispanic Straight Christian nonsmoker occasional drinker Romance Serious Relationship,0,security guard
AATKINSON,27,Laborer,single,male,white Straight Other light smoker social drinker Fun,0,Laborer
AayY,27,Owner,single,female,white Bisexual Christian light smoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,Owner
AbrahamGood,27,Freelance,single,male,white Straight Muslim social smoker social drinker Serious Relationship Marriage,0,Freelance
Alejandro6,27,Student,single,male,mixed Straight Other nonsmoker social drinker Romance Marriage,0,Student
AlejandroS94,27,Estudiante universitario,single,male,hispanic Straight Spiritual nonsmoker social drinker Friendship Romance Serious Relationship,0,College student
Alejandrotj,27,Ingeniero,single,male,white Straight Christian nonsmoker never Friendship,0,Engineer
Alexzgomez,27,General Contractor,single,male,hispanic Straight Other social smoker occasional drinker Romance,0,General Contractor
Allthetimer,27,Entrepreneur,single,male,hispanic Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship,0,Entrepreneur
AlvaStifler,27,Estudiante,single,male,mixed Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,Student
AndreA0128,27,Enfermera,single,female,black Straight Spiritual social smoker social drinker Romance,0,Nurse
AndresCasti,27,Student,single,male,mixed Bisexual Other social smoker social drinker Fun Friendship Romance Serious Relationship,0,Student
Anthony03,27,EMPRESARIO,single,male,mixed Straight Christian light smoker occasional drinker Romance Marriage,0,ENTREPRENEUR
Anthuam,27,Chef,single,male,hispanic Straight Christian light smoker occasional drinker Fun Friendship,0,Chef
Antoni0o,27,Negocio propio,single,male,white Straight Atheist social smoker social drinker Serious Relationship,0,Own business
ArielP,27,Negocio propio,single,male,white Straight Other nonsmoker never Romance,0,Own business
Aronsito,27,Barbero,single,male,hispanic Straight Muslim light smoker never Fun,0,Barber
Arturocalderon,27,Ingeniero,single,male,hispanic Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Engineer
Azazyel,27,Estudiante,single,male,hispanic Straight Other nonsmoker never Serious Relationship,0,Student
Bashircorrea,27,Administrador,single,male,hispanic Straight Spiritual social smoker social drinker Friendship,0,Administrator
Berly,27,Estudiante,single,male,black Straight Christian nonsmoker social drinker Serious Relationship,0,Student
Brando,27,Mecanico,single,male,mixed Straight Other light smoker never Friendship,0,Mechanic
Bregni123,27,Artista,single,male,hispanic Bisexual Other chain smoker heavy drinker Fun Romance Serious Relationship,0,Artist
Camilo02,27,Dentista,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship,0,Dentist
Caroline95,27,Secretaria,single,female,hispanic Bisexual Other nonsmoker occasional drinker Friendship Romance Serious Relationship,0,Secretary
Conci210985,27,Policia,single,male,white Straight Christian nonsmoker never Serious Relationship,0,police
Cristofer590,27,Deportista,single,male,hispanic Straight Christian nonsmoker social drinker Fun,0,Athlete
Cuby,27,Student,single,male,mixed Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship,0,Student
Dacaromons,27,Cajero,single,male,hispanic Straight Other nonsmoker never Romance Serious Relationship Marriage,0,ATM
Danfer,27,Militar,single,male,hispanic Homosexual Christian nonsmoker never Romance Serious Relationship Marriage,0,Military
Danhya,27,administrativo,single,female,mixed Straight Other nonsmoker occasional drinker Friendship Romance Serious Relationship,0,administrative
DaniiR,27,Profesora,single,female,hispanic Straight Christian nonsmoker occasional drinker Friendship Serious Relationship Marriage,0,Profesora
DannCker,27,Estudiante,single,male,hispanic Straight Other nonsmoker never Friendship Romance,0,Student
DannyTx95,27,Factory Worker,single,male,hispanic Straight Christian light smoker occasional drinker Romance Serious Relationship Marriage,0,Factory Worker
David012,27,Panadero,single,male,black Straight Other nonsmoker social drinker Romance,0,Baker
demian12,27,chef,single,male,hispanic Straight Atheist nonsmoker never Fun Friendship Romance Serious Relationship Marriage,0,chef
Dennys07,27,Manager,single,male,hispanic Straight Christian light smoker social drinker Fun,0,Manager
Dhinesh,27,Graphic designer,single,male,white Straight Christian nonsmoker never Fun Friendship Romance,0,Graphic designer
DRdaniel,27,odontologo,single,male,hispanic Straight Other nonsmoker occasional drinker Fun Friendship Romance,0,dentist
Ecm266,27,Emprendedor,single,male,mixed Straight Other nonsmoker occasional drinker Serious Relationship,0,Entrepreneur
Ed95,27,Profesor,single,male,hispanic Straight Christian nonsmoker never Fun,0,Profesor
edgardo_3,27,estudiante,single,male,hispanic Straight Spiritual nonsmoker occasional drinker Marriage,0,student
Elian56,27,Construccion,single,male,native american Straight Other nonsmoker never Fun,0,Building
Facundo_32,27,Futbolista,single,male,white Straight Spiritual nonsmoker never Fun,0,Soccer player
frey,27,estudiante,single,male,hispanic Straight Christian nonsmoker social drinker Romance,0,student
Fuser,27,Empresario,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,Entrepreneur
Go1,27,Musico,single,male,white Straight Christian nonsmoker never Romance,0,Musician
HarryCol95,27,Militar,single,male,hispanic Straight Other light smoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,Military
Heidy0923,27,Estudio y trabajo,single,female,hispanic Bisexual Other nonsmoker social drinker Serious Relationship Marriage,0,Study and work
Hernansi,27,Educador,single,male,mixed Straight Christian nonsmoker occasional drinker Romance,0,Educator
Ilvis,27,Ingeniera,separated,female,hispanic Straight Christian nonsmoker never Serious Relationship,0,engineer
imbabymilk14,27,Estudiante,single,female,black Straight Other nonsmoker social drinker Friendship Romance,0,Student
INGORO,27,STUDENT,single,male,black Straight Christian nonsmoker never Serious Relationship,0,STUDENT
