username,age,occupation,status,gender,filtered sentence,y
 ammarberlinkriker, 43, –, single,male,Am looking someone spend rest life mean long time relationship someone going hurt like exgirlfriend didIm 510 120 athletic build mentally stable physically fit bunch laughs warm caring honest good listening God Fearing positive personI real easy person talk good listener I love play golf I enjoy chilling friend family I like going moviesor watching movies roomI like swimmingfishing listening music dance kind musictravellinggoing bowling also good cookI family oriented person There morebut would better find things I really interested wanting know makes special person todayWhat would You like Tell I want know familyyour backgroundyour life experiences Agepast relationships goals dreams interests anything else want tell meI even want learn secrets rarely share someoneSo come share I talk general things partyingthe weather sports etc,1
 Amosphilip, 47, soldier, separated,male,I usually inclination sympathetic nurturing supportive sensitive emotional needs people I also like needed care others I often worry people I love I strong need sense belonging acceptance I center much life around home Im concerned people feelings power achievement position society Kindness consideration tenderness impress sort honor world bestow I take things personally sometimes build wall around protect pain rejection Of course times I need place time withdraw introspect dream replenish I function instinctive rational manner like immerse creative activities I express feelings imagination instincts I often love cook since creative way nurture nourish others I also great affinity music evokes communicates feelings may difficult impossible put words My compassion sensitivity imagination strong points Usually Im pretty positive energetic active gogetter type person I enjoy competition good amount selfconfidence winner anything I Along energy memorie I high ideals active fantasy life There dreamer idealist well doer fighter I want win others expense Being realistic practical I set goals modest enough actually achieve Im able tackle long difficult projects see possess selfdiscipline concentration perseverance I also strong sense responsibility Im conscientious fulfilling obligations,1
 ana4me, 29, business, single,female,If I describe would little silly kinda funny totally selfdepricating romantic laid back somewhat intelligent hopefully considerate definitely passionate Im petite I definitely curves Although Im somewhat conservative lifestyle I believe open minded I try understanding accepting others I tend gravitate away judgmental peopledoes make judgmental lol I like good conversation laughter I love travel music concerts art movies foreign films cartoons skydiving ocean,1
 anabellehelton, 31, self employed, single,female,I easy going I normally get alone almost every body I cheerful honest faithful friendly I consider good host I like serve make welcome course everything limits I people take advantage neither I like hung happy people I avoid dramatic grouchy people,1
 anais75, 25, student, single,female,lovingkindhonest caring tell later,1
 Anastasia19n86, 29, sales, single,female,glad get acquainted good man I want find love life,1
 Ander, 56, engineer, divorced,male,I simple loving caring man care lot woman,1
 Anderruth, 52, Selfemployed, single,male,child parentsi hot wife kidsam straight forward person God fearing,1
 anderson, 51, construction, widowed,male,Im energetic love people I higher calling impact generations Im Not work everyday right I I love children give anything see smile face I dedicated life caring protect people make sure rest protect I live moment respect past learning opportunity become better person I dont take seriously tend quick forgive others I must laugh daily survive Family high priority I tend work play I love I I leave legacy children never erased God source everything I trust love Him,1
 Anderson702, 45, –, widowed,male,Well isnt much say Why dont ask open book,1
 andersonantonio,31, Engineer, widowed,male,I believe women needs treated respect equal partner relationship,1
 Andersonjj212, 53, Administrative, divorced,male,I good heart I Godfearing personi romantic loyal sincere man My personality quiet stable introspective calm honest I like I look good I take care The thing I hate accept lie I open new relationships I would call cat I know adjust situation I feel tension atmosphere easily diffuse situation I feel danger always lookout I show claws I like traveling read time visit exhibitions theater lay beach many things I like take care loved onesI prefer communicate serious woman knows wants lifeI like wild nature walking sea wind surf starsskyyet listI love Cycling horse ridingbasketballtable tennisdancingI interested someone similarities like communicative flexible confident sociable honest kindcaring responsible I looking certain lady need see friend partner man I want find woman share thoughts wishes Dream strong lady physical moral plans like life manifestations,1
 andex_ronald533, 53, military, divorced,male,Am Andex Ronald name well Oregon Portlad born Dallas move away since dad Force sector posted shifted Oregon lived life lovely mother well family Two Youger sister Named Jennifer well got married woman well eventually son called Maxwell along lne cheated get divorce partted ways Now single man son Maxwell 8yrs old well self 52yrs Hope old well grew becomea man lost Dad Mum Both Auto accident seems whole word ended well press push life also loved likewise showing love tooWell use work Government Force Millitary Dad pionia filed latter ended thesame root Dad continue mission Millitarywell work throoph save Guide safety people save lifes well job times get tell nice job attention focus well think lucky woman get start something well guess attention looking aoulmate bone flesh flesh love still need ask self get ask willing tell self Hope form soon,1
